Date,attention,attention_scaled
3/10/2016,13,0.13
3/11/2016,15,0.15
3/12/2016,10,0.1
3/13/2016,11,0.11
3/14/2016,10,0.1
3/15/2016,14,0.14
3/16/2016,10,0.1
3/17/2016,13,0.13
3/18/2016,11,0.11
3/19/2016,11,0.11
3/20/2016,9,0.09
3/21/2016,14,0.14
3/22/2016,12,0.12
3/23/2016,13,0.13
3/24/2016,11,0.11
3/25/2016,8,0.08
3/26/2016,5,0.05
3/27/2016,5,0.05
3/28/2016,7,0.07
3/29/2016,12,0.12
3/30/2016,14,0.14
3/31/2016,11,0.11
4/1/2016,8,0.08
4/2/2016,8,0.08
4/3/2016,8,0.08
4/4/2016,11,0.11
4/5/2016,10,0.1
4/6/2016,8,0.08
4/7/2016,10,0.1
4/8/2016,12,0.12
4/9/2016,7,0.07
4/10/2016,7,0.07
4/11/2016,12,0.12
4/12/2016,9,0.09
4/13/2016,12,0.12
4/14/2016,10,0.1
4/15/2016,8,0.08
4/16/2016,7,0.07
4/17/2016,11,0.11
4/18/2016,10,0.1
4/19/2016,12,0.12
4/20/2016,11,0.11
4/21/2016,10,0.1
4/22/2016,9,0.09
4/23/2016,6,0.06
4/24/2016,9,0.09
4/25/2016,14,0.14
4/26/2016,10,0.1
4/27/2016,9,0.09
4/28/2016,9,0.09
4/29/2016,8,0.08
4/30/2016,4,0.04
5/1/2016,6,0.06
5/2/2016,10,0.1
5/3/2016,12,0.12
5/4/2016,9,0.09
5/5/2016,6,0.06
5/6/2016,9,0.09
5/7/2016,6,0.06
5/8/2016,5,0.05
5/9/2016,9,0.09
5/10/2016,10,0.1
5/11/2016,8,0.08
5/12/2016,10,0.1
5/13/2016,11,0.11
5/14/2016,8,0.08
5/15/2016,6,0.06
5/16/2016,10,0.1
5/17/2016,10,0.1
5/18/2016,12,0.12
5/19/2016,11,0.11
5/20/2016,11,0.11
5/21/2016,7,0.07
5/22/2016,7,0.07
5/23/2016,10,0.1
5/24/2016,11,0.11
5/25/2016,10,0.1
5/26/2016,11,0.11
5/27/2016,10,0.1
5/28/2016,12,0.12
5/29/2016,7,0.07
5/30/2016,12,0.12
5/31/2016,12,0.12
6/1/2016,10,0.1
6/2/2016,9,0.09
6/3/2016,10,0.1
6/4/2016,7,0.07
6/5/2016,8,0.08
6/6/2016,11,0.11
6/7/2016,10,0.1
6/8/2016,12,0.12
6/9/2016,11,0.11
6/10/2016,10,0.1
6/11/2016,6,0.06
6/12/2016,9,0.09
6/13/2016,12,0.12
6/14/2016,11,0.11
6/15/2016,11,0.11
6/16/2016,10,0.1
6/17/2016,15,0.15
6/18/2016,11,0.11
6/19/2016,8,0.08
6/20/2016,13,0.13
6/21/2016,10,0.1
6/22/2016,11,0.11
6/23/2016,11,0.11
6/24/2016,8,0.08
6/25/2016,6,0.06
6/26/2016,6,0.06
6/27/2016,8,0.08
6/28/2016,14,0.14
6/29/2016,9,0.09
6/30/2016,7,0.07
7/1/2016,8,0.08
7/2/2016,6,0.06
7/3/2016,7,0.07
7/4/2016,11,0.11
7/5/2016,10,0.1
7/6/2016,10,0.1
7/7/2016,7,0.07
7/8/2016,9,0.09
7/9/2016,7,0.07
7/10/2016,6,0.06
7/11/2016,10,0.1
7/12/2016,9,0.09
7/13/2016,9,0.09
7/14/2016,8,0.08
7/15/2016,7,0.07
7/16/2016,7,0.07
7/17/2016,6,0.06
7/18/2016,7,0.07
7/19/2016,7,0.07
7/20/2016,9,0.09
7/21/2016,12,0.12
7/22/2016,9,0.09
7/23/2016,6,0.06
7/24/2016,8,0.08
7/25/2016,11,0.11
7/26/2016,10,0.1
7/27/2016,12,0.12
7/28/2016,8,0.08
7/29/2016,8,0.08
7/30/2016,8,0.08
7/31/2016,8,0.08
8/1/2016,9,0.09
8/2/2016,11,0.11
8/3/2016,10,0.1
8/4/2016,9,0.09
8/5/2016,8,0.08
8/6/2016,5,0.05
8/7/2016,7,0.07
8/8/2016,8,0.08
8/9/2016,9,0.09
8/10/2016,6,0.06
8/11/2016,12,0.12
8/12/2016,10,0.1
8/13/2016,5,0.05
8/14/2016,9,0.09
8/15/2016,7,0.07
8/16/2016,10,0.1
8/17/2016,8,0.08
8/18/2016,7,0.07
8/19/2016,7,0.07
8/20/2016,5,0.05
8/21/2016,5,0.05
8/22/2016,9,0.09
8/23/2016,9,0.09
8/24/2016,10,0.1
8/25/2016,8,0.08
8/26/2016,7,0.07
8/27/2016,4,0.04
8/28/2016,6,0.06
8/29/2016,10,0.1
8/30/2016,9,0.09
8/31/2016,9,0.09
9/1/2016,10,0.1
9/2/2016,7,0.07
9/3/2016,7,0.07
9/4/2016,6,0.06
9/5/2016,11,0.11
9/6/2016,13,0.13
9/7/2016,9,0.09
9/8/2016,8,0.08
9/9/2016,10,0.1
9/10/2016,7,0.07
9/11/2016,7,0.07
9/12/2016,9,0.09
9/13/2016,10,0.1
9/14/2016,11,0.11
9/15/2016,9,0.09
9/16/2016,8,0.08
9/17/2016,6,0.06
9/18/2016,10,0.1
9/19/2016,16,0.16
9/20/2016,18,0.18
9/21/2016,13,0.13
9/22/2016,14,0.14
9/23/2016,9,0.09
9/24/2016,8,0.08
9/25/2016,9,0.09
9/26/2016,13,0.13
9/27/2016,14,0.14
9/28/2016,14,0.14
9/29/2016,12,0.12
9/30/2016,10,0.1
10/1/2016,6,0.06
10/2/2016,7,0.07
10/3/2016,12,0.12
10/4/2016,11,0.11
10/5/2016,9,0.09
10/6/2016,13,0.13
10/7/2016,10,0.1
10/8/2016,8,0.08
10/9/2016,6,0.06
10/10/2016,10,0.1
10/11/2016,9,0.09
10/12/2016,8,0.08
10/13/2016,10,0.1
10/14/2016,10,0.1
10/15/2016,5,0.05
10/16/2016,7,0.07
10/17/2016,10,0.1
10/18/2016,10,0.1
10/19/2016,11,0.11
10/20/2016,11,0.11
10/21/2016,10,0.1
10/22/2016,5,0.05
10/23/2016,8,0.08
10/24/2016,9,0.09
10/25/2016,12,0.12
10/26/2016,9,0.09
10/27/2016,9,0.09
10/28/2016,8,0.08
10/29/2016,8,0.08
10/30/2016,7,0.07
10/31/2016,11,0.11
11/1/2016,11,0.11
11/2/2016,10,0.1
11/3/2016,11,0.11
11/4/2016,8,0.08
11/5/2016,5,0.05
11/6/2016,7,0.07
11/7/2016,9,0.09
11/8/2016,12,0.12
11/9/2016,10,0.1
11/10/2016,11,0.11
11/11/2016,6,0.06
11/12/2016,6,0.06
11/13/2016,7,0.07
11/14/2016,11,0.11
11/15/2016,8,0.08
11/16/2016,10,0.1
11/17/2016,11,0.11
11/18/2016,12,0.12
11/19/2016,6,0.06
11/20/2016,7,0.07
11/21/2016,10,0.1
11/22/2016,10,0.1
11/23/2016,9,0.09
11/24/2016,9,0.09
11/25/2016,9,0.09
11/26/2016,6,0.06
11/27/2016,7,0.07
11/28/2016,10,0.1
11/29/2016,10,0.1
11/30/2016,10,0.1
12/1/2016,9,0.09
12/2/2016,11,0.11
12/3/2016,6,0.06
12/4/2016,7,0.07
12/5/2016,11,0.11
12/6/2016,10,0.1
12/7/2016,10,0.1
12/8/2016,11,0.11
12/9/2016,8,0.08
12/10/2016,5,0.05
12/11/2016,6,0.06
12/12/2016,10,0.1
12/13/2016,10,0.1
12/14/2016,9,0.09
12/15/2016,12,0.12
12/16/2016,7,0.07
12/17/2016,5,0.05
12/18/2016,6,0.06
12/19/2016,10,0.1
12/20/2016,8,0.08
12/21/2016,8,0.08
12/22/2016,5,0.05
12/23/2016,7,0.07
12/24/2016,5,0.05
12/25/2016,5,0.05
12/26/2016,4,0.04
12/27/2016,6,0.06
12/28/2016,5,0.05
12/29/2016,7,0.07
12/30/2016,6,0.06
12/31/2016,4,0.04
1/1/2017,5,0.05
1/2/2017,6,0.06
1/3/2017,9,0.09
1/4/2017,7,0.07
1/5/2017,10,0.1
1/6/2017,11,0.11
1/7/2017,7,0.07
1/8/2017,6,0.06
1/9/2017,11,0.11
1/10/2017,9,0.09
1/11/2017,11,0.11
1/12/2017,8,0.08
1/13/2017,10,0.1
1/14/2017,6,0.06
1/15/2017,8,0.08
1/16/2017,11,0.11
1/17/2017,11,0.11
1/18/2017,9,0.09
1/19/2017,11,0.11
1/20/2017,10,0.1
1/21/2017,5,0.05
1/22/2017,5,0.05
1/23/2017,7,0.07
1/24/2017,11,0.11
1/25/2017,11,0.11
1/26/2017,9,0.09
1/27/2017,7,0.07
1/28/2017,5,0.05
1/29/2017,8,0.08
1/30/2017,9,0.09
1/31/2017,11,0.11
2/1/2017,10,0.1
2/2/2017,10,0.1
2/3/2017,9,0.09
2/4/2017,5,0.05
2/5/2017,7,0.07
2/6/2017,9,0.09
2/7/2017,8,0.08
2/8/2017,8,0.08
2/9/2017,9,0.09
2/10/2017,11,0.11
2/11/2017,4,0.04
2/12/2017,7,0.07
2/13/2017,9,0.09
2/14/2017,9,0.09
2/15/2017,12,0.12
2/16/2017,10,0.1
