Date,attention,attention_scaled
11/29/2020,26,0.26
11/30/2020,27,0.27
12/1/2020,20,0.2
12/2/2020,17,0.17
12/3/2020,7,0.07
12/4/2020,12,0.12
12/5/2020,17,0.17
12/6/2020,19,0.19
12/7/2020,39,0.39
12/8/2020,17,0.17
12/9/2020,13,0.13
12/10/2020,22,0.22
12/11/2020,23,0.23
12/12/2020,30,0.3
12/13/2020,27,0.27
12/14/2020,20,0.2
12/15/2020,34,0.34
12/16/2020,29,0.29
12/17/2020,26,0.26
12/18/2020,29,0.29
12/19/2020,17,0.17
12/20/2020,23,0.23
12/21/2020,17,0.17
12/22/2020,16,0.16
12/23/2020,17,0.17
12/24/2020,18,0.18
12/25/2020,17,0.17
12/26/2020,24,0.24
12/27/2020,28,0.28
12/28/2020,37,0.37
12/29/2020,24,0.24
12/30/2020,43,0.43
12/31/2020,35,0.35
1/1/2021,65,0.65
1/2/2021,54,0.54
1/3/2021,51,0.51
1/4/2021,29,0.29
1/5/2021,39,0.39
1/6/2021,36,0.36
1/7/2021,41,0.41
1/8/2021,40,0.4
1/9/2021,26,0.26
1/10/2021,43,0.43
1/11/2021,38,0.38
1/12/2021,31,0.31
1/13/2021,34,0.34
1/14/2021,33,0.33
1/15/2021,31,0.31
1/16/2021,40,0.4
1/17/2021,41,0.41
1/18/2021,41,0.41
1/19/2021,34,0.34
1/20/2021,40,0.4
1/21/2021,36,0.36
1/22/2021,28,0.28
1/23/2021,24,0.24
1/24/2021,43,0.43
1/25/2021,22,0.22
1/26/2021,18,0.18
1/27/2021,17,0.17
1/28/2021,32,0.32
1/29/2021,38,0.38
1/30/2021,64,0.64
1/31/2021,24,0.24
2/1/2021,27,0.27
2/2/2021,31,0.31
2/3/2021,34,0.34
2/4/2021,41,0.41
2/5/2021,24,0.24
2/6/2021,35,0.35
2/7/2021,41,0.41
2/8/2021,45,0.45
2/9/2021,37,0.37
2/10/2021,25,0.25
2/11/2021,48,0.48
2/12/2021,36,0.36
2/13/2021,43,0.43
2/14/2021,38,0.38
2/15/2021,50,0.5
2/16/2021,36,0.36
2/17/2021,34,0.34
2/18/2021,64,0.64
2/19/2021,52,0.52
2/20/2021,63,0.63
2/21/2021,56,0.56
2/22/2021,48,0.48
2/23/2021,52,0.52
2/24/2021,38,0.38
2/25/2021,40,0.4
2/26/2021,21,0.21
2/27/2021,41,0.41
2/28/2021,51,0.51
3/1/2021,37,0.37
3/2/2021,38,0.38
3/3/2021,30,0.3
3/4/2021,47,0.47
3/5/2021,34,0.34
3/6/2021,39,0.39
3/7/2021,51,0.51
3/8/2021,56,0.56
3/9/2021,47,0.47
3/10/2021,33,0.33
3/11/2021,29,0.29
3/12/2021,31,0.31
3/13/2021,27,0.27
3/14/2021,42,0.42
3/15/2021,40,0.4
3/16/2021,38,0.38
3/17/2021,56,0.56
3/18/2021,36,0.36
3/19/2021,26,0.26
3/20/2021,38,0.38
3/21/2021,64,0.64
3/22/2021,22,0.22
3/23/2021,24,0.24
3/24/2021,38,0.38
3/25/2021,45,0.45
3/26/2021,34,0.34
3/27/2021,39,0.39
3/28/2021,42,0.42
3/29/2021,63,0.63
3/30/2021,38,0.38
3/31/2021,38,0.38
4/1/2021,44,0.44
4/2/2021,34,0.34
4/3/2021,63,0.63
4/4/2021,28,0.28
4/5/2021,38,0.38
4/6/2021,36,0.36
4/7/2021,34,0.34
4/8/2021,32,0.32
4/9/2021,34,0.34
4/10/2021,38,0.38
4/11/2021,48,0.48
4/12/2021,55,0.55
4/13/2021,57,0.57
4/14/2021,35,0.35
4/15/2021,48,0.48
4/16/2021,48,0.48
4/17/2021,57,0.57
4/18/2021,54,0.54
4/19/2021,51,0.51
4/20/2021,70,0.7
4/21/2021,67,0.67
