Date,attention,attention_scaled
7/29/2020,14,0.14
7/30/2020,17,0.17
7/31/2020,18,0.18
8/1/2020,20,0.2
8/2/2020,20,0.2
8/3/2020,20,0.2
8/4/2020,15,0.15
8/5/2020,12,0.12
8/6/2020,16,0.16
8/7/2020,14,0.14
8/8/2020,12,0.12
8/9/2020,12,0.12
8/10/2020,12,0.12
8/11/2020,14,0.14
8/12/2020,14,0.14
8/13/2020,14,0.14
8/14/2020,13,0.13
8/15/2020,18,0.18
8/16/2020,16,0.16
8/17/2020,22,0.22
8/18/2020,18,0.18
8/19/2020,18,0.18
8/20/2020,15,0.15
8/21/2020,16,0.16
8/22/2020,10,0.1
8/23/2020,12,0.12
8/24/2020,12,0.12
8/25/2020,12,0.12
8/26/2020,10,0.1
8/27/2020,13,0.13
8/28/2020,9,0.09
8/29/2020,12,0.12
8/30/2020,16,0.16
8/31/2020,12,0.12
9/1/2020,10,0.1
9/2/2020,13,0.13
9/3/2020,10,0.1
9/4/2020,10,0.1
9/5/2020,12,0.12
9/6/2020,10,0.1
9/7/2020,11,0.11
9/8/2020,9,0.09
9/9/2020,9,0.09
9/10/2020,9,0.09
9/11/2020,10,0.1
9/12/2020,8,0.08
9/13/2020,9,0.09
9/14/2020,8,0.08
9/15/2020,7,0.07
9/16/2020,10,0.1
9/17/2020,8,0.08
9/18/2020,7,0.07
9/19/2020,10,0.1
9/20/2020,8,0.08
9/21/2020,11,0.11
9/22/2020,8,0.08
9/23/2020,9,0.09
9/24/2020,7,0.07
9/25/2020,10,0.1
9/26/2020,9,0.09
9/27/2020,7,0.07
9/28/2020,8,0.08
9/29/2020,8,0.08
9/30/2020,8,0.08
10/1/2020,6,0.06
10/2/2020,8,0.08
10/3/2020,6,0.06
10/4/2020,9,0.09
10/5/2020,8,0.08
10/6/2020,8,0.08
10/7/2020,7,0.07
10/8/2020,6,0.06
10/9/2020,9,0.09
10/10/2020,12,0.12
10/11/2020,10,0.1
10/12/2020,10,0.1
10/13/2020,8,0.08
10/14/2020,7,0.07
10/15/2020,8,0.08
10/16/2020,11,0.11
10/17/2020,9,0.09
10/18/2020,9,0.09
10/19/2020,8,0.08
10/20/2020,6,0.06
10/21/2020,11,0.11
10/22/2020,15,0.15
10/23/2020,12,0.12
10/24/2020,16,0.16
10/25/2020,17,0.17
10/26/2020,12,0.12
10/27/2020,12,0.12
10/28/2020,14,0.14
10/29/2020,9,0.09
10/30/2020,8,0.08
10/31/2020,13,0.13
11/1/2020,10,0.1
11/2/2020,13,0.13
11/3/2020,9,0.09
11/4/2020,10,0.1
11/5/2020,12,0.12
11/6/2020,15,0.15
11/7/2020,17,0.17
11/8/2020,10,0.1
11/9/2020,9,0.09
11/10/2020,8,0.08
11/11/2020,11,0.11
11/12/2020,11,0.11
11/13/2020,15,0.15
11/14/2020,14,0.14
11/15/2020,6,0.06
11/16/2020,16,0.16
11/17/2020,21,0.21
11/18/2020,19,0.19
11/19/2020,22,0.22
11/20/2020,28,0.28
11/21/2020,25,0.25
11/22/2020,20,0.2
11/23/2020,26,0.26
11/24/2020,36,0.36
11/25/2020,27,0.27
11/26/2020,22,0.22
11/27/2020,18,0.18
11/28/2020,17,0.17
11/29/2020,20,0.2
11/30/2020,22,0.22
12/1/2020,25,0.25
12/2/2020,22,0.22
12/3/2020,18,0.18
12/4/2020,15,0.15
12/5/2020,17,0.17
12/6/2020,17,0.17
12/7/2020,16,0.16
12/8/2020,16,0.16
12/9/2020,12,0.12
12/10/2020,14,0.14
12/11/2020,15,0.15
12/12/2020,11,0.11
12/13/2020,18,0.18
12/14/2020,16,0.16
12/15/2020,14,0.14
12/16/2020,22,0.22
12/17/2020,49,0.49
12/18/2020,34,0.34
12/19/2020,42,0.42
12/20/2020,42,0.42
12/21/2020,32,0.32
12/22/2020,26,0.26
12/23/2020,27,0.27
12/24/2020,27,0.27
12/25/2020,33,0.33
12/26/2020,55,0.55
12/27/2020,55,0.55
12/28/2020,44,0.44
12/29/2020,39,0.39
12/30/2020,39,0.39
12/31/2020,36,0.36
1/1/2021,36,0.36
1/2/2021,47,0.47
1/3/2021,93,0.93
1/4/2021,75,0.75
1/5/2021,66,0.66
1/6/2021,73,0.73
1/7/2021,82,0.82
1/8/2021,78,0.78
1/9/2021,77,0.77
1/10/2021,74,0.74
1/11/2021,73,0.73
1/12/2021,53,0.53
1/13/2021,47,0.47
1/14/2021,51,0.51
1/15/2021,49,0.49
1/16/2021,42,0.42
1/17/2021,32,0.32
1/18/2021,38,0.38
1/19/2021,41,0.41
1/20/2021,42,0.42
1/21/2021,40,0.4
1/22/2021,39,0.39
1/23/2021,29,0.29
1/24/2021,34,0.34
1/25/2021,39,0.39
1/26/2021,29,0.29
1/27/2021,31,0.31
1/28/2021,37,0.37
1/29/2021,51,0.51
1/30/2021,38,0.38
1/31/2021,35,0.35
2/1/2021,35,0.35
2/2/2021,39,0.39
2/3/2021,46,0.46
2/4/2021,47,0.47
2/5/2021,43,0.43
2/6/2021,44,0.44
2/7/2021,50,0.5
2/8/2021,57,0.57
2/9/2021,69,0.69
2/10/2021,71,0.71
2/11/2021,58,0.58
2/12/2021,62,0.62
2/13/2021,100,1
2/14/2021,83,0.83
2/15/2021,77,0.77
2/16/2021,71,0.71
2/17/2021,83,0.83
2/18/2021,82,0.82
2/19/2021,75,0.75
2/20/2021,86,0.86
2/21/2021,66,0.66
2/22/2021,68,0.68
2/23/2021,68,0.68
2/24/2021,62,0.62
2/25/2021,54,0.54
2/26/2021,45,0.45
2/27/2021,46,0.46
2/28/2021,41,0.41
3/1/2021,41,0.41
3/2/2021,39,0.39
3/3/2021,48,0.48
3/4/2021,38,0.38
3/5/2021,32,0.32
3/6/2021,35,0.35
3/7/2021,36,0.36
3/8/2021,34,0.34
3/9/2021,48,0.48
3/10/2021,44,0.44
3/11/2021,36,0.36
3/12/2021,50,0.5
3/13/2021,55,0.55
3/14/2021,53,0.53
3/15/2021,43,0.43
3/16/2021,35,0.35
3/17/2021,32,0.32
3/18/2021,36,0.36
3/19/2021,30,0.3
3/20/2021,32,0.32
3/21/2021,31,0.31
3/22/2021,27,0.27
3/23/2021,32,0.32
3/24/2021,27,0.27
3/25/2021,33,0.33
3/26/2021,26,0.26
3/27/2021,30,0.3
3/28/2021,30,0.3
3/29/2021,29,0.29
3/30/2021,34,0.34
3/31/2021,32,0.32
4/1/2021,35,0.35
4/2/2021,39,0.39
4/3/2021,48,0.48
4/4/2021,37,0.37
4/5/2021,40,0.4
4/6/2021,58,0.58
4/7/2021,42,0.42
4/8/2021,41,0.41
4/9/2021,32,0.32
4/10/2021,42,0.42
4/11/2021,53,0.53
4/12/2021,49,0.49
4/13/2021,61,0.61
4/14/2021,64,0.64
4/15/2021,61,0.61
4/16/2021,84,0.84
4/17/2021,83,0.83
4/18/2021,74,0.74
4/19/2021,56,0.56
4/20/2021,53,0.53
4/21/2021,47,0.47
